ApiRequestVO(id=40, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@bbfaef23, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=38, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@8e0e755e, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=37, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@e1e28a61, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=36, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@88c8621f, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=35, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@272818c1, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=34, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@a063fe49, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=33, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@a47f0fde, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=32, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@201b9bb5, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=31, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@ea501781, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=10, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@c19c200b, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=9, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@1e369ff4, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=8, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@c0a32884, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=7, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@f9d1d714, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=6, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@a465a076, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=5, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@510d5bb9, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=4, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@4a308679, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=3, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@6866365b, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=2, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@38336047, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=1, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@9752b8a9, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=40, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@23e646c6, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=39, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@39f5a61c, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=38, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@d678994a, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=37, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@db69a867, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=36, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@dc0180d4, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=35, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@2f202417, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=34, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@d8946de4, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=33, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@2dd9b839, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=32, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@1b2f3e54, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=31, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@8c47673c, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=10, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@1bfad67b, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=9, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@c21a068e, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=8, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@b5382b82, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=7, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@95f1ea57, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=6, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@b6112540, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=5, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@bf17226a, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=4, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@6b20f514, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=3, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@1588c2e0, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=2, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@98e4ad6a, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=1, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@993f1e6b, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=40, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@3834719a, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=39, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@bb105c47, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=38, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@64aa27c1, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=37, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@f3340fc4, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=36, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@a804ba8b, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=35, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@a5f88994, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=34, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@60baf188, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=33, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@d9a5c38c, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=32, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@1beefa59, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=31, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@d008e78f, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=10, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@2a1b629a, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=9, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@f3b30984, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=8, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@7994b6ce, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=7, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@7a83ce19, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=6, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@3e6820cb, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=5, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@a8f1e129, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=4, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@3ffb0b1b, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=3, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@1d9e2ca7, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=2, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@412ff65e, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=1, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@24ae4fa8, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=40, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@e0340465, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=39, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@8ef65c15, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=38, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@7cd3761f, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=37, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@468c6214, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=36, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@17e8fe3, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=35, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@7686d0dc, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=34, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@8a4a40de, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=33, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@16142e29, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=32, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@159f502b, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=31, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@1594b429, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=10, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@e59c3f7c, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=9, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@5864c54b, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=8, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@728627b8, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=7, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@f94c991c, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=6, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@9b028d7f, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=5, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@47f1a3b8, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=4, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@4adcd95e, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=3, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@9179f2f6, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=2, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@2e830cbd, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=1, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@48d18d3c, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=40, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@85bf9c6f, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=39, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@94ad16a6, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=38, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@5a29603d, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=37, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@424aa349, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=36, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@2d4ee1a6, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=35, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@55e7c171, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=34, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@100d5c4d, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=33, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@f7eefa47, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=32, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@d1b789a7, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=31, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@62c6a5d1, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=10, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@fcfcc4e9, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=9, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@9629aff7, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=8, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@a6fbb937, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=7, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@31ebfbe3, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=6, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@d1adf1bb, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=5, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@da49af99, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=4, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@12af6560, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=3, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@34319ad9, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=2, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@9517aebb, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
ApiRequestVO(id=1, productVO=io.springbatch.springbatchlecture.batch.domain.ProductVO@f70fdcdd, apiResponseVO=ApiResponseVO(status=200, msg=product1 was successfully processed))
